empnum,costcenterlv2,effectivedate
4765,Quant Trading,
4766,Tech,
4767,Others Tech,2022-11-01
4767,Tech,
4768,Tech,
4769,Quant Trading Desk Dev,2022-11-01
4769,Quant Trading,
4770,Blockchain Security,2022-11-01
4770,Information Security,
4771,Human Resources,
4772,Risk Management,2023-01-01
4772,Risk Management,2022-11-01
4772,Risk Management,
4773,Risk Management,2023-01-01
4773,Risk Management,2022-11-01
4773,Risk Management,
4774,Compliance Operations,
4775,Human Resources,2022-11-01
4775,Human Resources,
4776,Human Resources,2022-11-01
4776,Human Resources,
4777,Global Business Solutions,
4778,Talent Acquisition,2023-01-17
4778,Talent Acquisition,2022-11-01
4778,Human Resources,
4779,Exchange and Derivatives Tech,2022-11-01
4779,Tech,
4780,Main App Tech,2022-11-01
4780,Tech,
4781,Blockchain Security,2022-11-01
4781,Information Security,
4782,Product Management,2022-11-01
4782,Product,
4783,Human Resources,
4784,Others Tech,2022-11-01
4784,Tech,
4785,Institutional Sales,2022-11-01
4785,Institutional Sales and Account Management,
4786,Others Tech,2022-11-01
4786,Tech,
4787,Human Resources,
4788,Tech,
4789,Main App Tech,2022-11-01
4789,Tech,
4790,Partnerships,2022-11-01
4790,Partnerships,
4791,Product Management,2022-11-01
4791,Product,2022-08-18
4791,New Venture Operations,
4792,Data Intelligence,2022-11-01
4792,Data Intelligence,
4793,Product QA,2022-11-01
4793,Product,
4794,Data Proetction & Privacy,2022-11-01
4794,Information Security,
4795,Marketing,2023-01-16
4795,Growth,2022-11-01
4795,Growth,
4796,Tech,
4797,Cronos,2022-11-01
4797,New Venture Operations,
4798,Finance and Accounting,
4799,Finance and Accounting,2022-11-01
4799,Finance and Accounting,
4800,Product Management,2022-11-01
4800,Product,2022-08-01
4800,New Venture Operations,
4801,Talent Acquisition,2022-11-01
4801,Human Resources,
4802,"Governance, Risk & Compliance",2022-11-01
4802,Information Security,
4803,Human Resources,
4804,Information Security,
4805,Quant Trading Desk Dev,2022-11-01
4805,Quant Trading,
4806,Institutional Sales,2022-11-01
4806,Institutional Sales and Account Management,
4807,Derivative Research,2022-11-01
4807,Derivative Trading,
4808,Product QA,2022-11-01
4808,Product,
4809,Cronos,2022-11-01
4810,Cronos,2022-11-01
4811,Finance and Accounting,2022-11-01
4811,Administration,
4812,Product,
4813,Cybersecurity Services & Incident Response,2022-11-01
4813,Information Security,
4814,Payments and Reconciliation,
4815,Customer Experience,2023-01-01
4815,Customer Experience,2022-11-01
4815,Customer Experience,
4816,KYC,2023-01-01
4816,KYC,2022-11-01
4816,KYC,
4817,Marketing,
4818,KYC,
4819,KYC,
4820,KYC,
4821,KYC,
4822,Tech,
4823,KYC,
4824,CCO_Infrastructure Compliance,2023-01-14
4824,CCO_Infrastructure Compliance,2022-11-01
4824,KYC,
4825,KYC,
4826,KYC,
4827,KYC,
4828,Customer Experience,
4829,Customer Experience,
4830,Customer Experience,
4831,Customer Experience,
4832,Customer Experience,
4833,Customer Experience,
4834,Customer Experience,
4835,Customer Experience,
4836,Customer Experience,
4837,Customer Experience,
4838,Human Resources,
4839,Customer Experience,2023-01-01
4839,Customer Experience,2022-11-01
4839,Customer Experience,
4840,Customer Experience,2022-11-01
4840,Customer Experience,
4841,Customer Experience,
4842,Creative,2022-11-01
4842,Creative,
4843,Product QA,2022-11-01
4843,Product,
4844,Customer Experience,
4845,Customer Experience,
4846,Customer Experience,
4847,Customer Experience,
4848,Customer Experience,
4849,Customer Experience,
4850,Customer Experience,
4851,Customer Experience,
4852,Customer Experience,2022-11-01
4852,Customer Experience,
4853,Customer Experience,
4854,Customer Experience,
4855,Customer Experience,
4856,Customer Experience,
4857,Customer Experience,
4858,Customer Experience,
4859,Main App Tech,2022-11-01
4859,Tech,
4860,Customer Experience,
4861,Customer Experience,
4862,Others Tech,2022-11-01
4862,Tech,
4863,Defi Wallet Tech,2022-11-01
4863,Tech,
4864,Customer Experience,
4865,Customer Experience,
4866,Customer Experience,
4867,Product QA,2022-11-01
4867,Product,
4868,Customer Experience,
4869,Customer Experience,
4870,Tech,
4871,Customer Experience,
4872,Customer Experience,
4873,Main App Tech,2022-11-01
4873,Tech,
4874,Main App Tech,2022-11-01
4874,Tech,
4875,Expansion/GBS,2022-11-01
4875,Global Business Solutions,
4876,Quant Trading Desk MO,2022-11-01
4876,Quant Trading,
4877,CCO_Program Management Compliance,2023-01-14
4877,CCO_Program Management Compliance,2022-11-01
4877,Regulatory Compliance,
4878,Main App Tech,2022-11-01
4878,Tech,
4879,Human Resources,
4880,Customer Experience,
4881,Customer Experience,
4882,Customer Experience,
4883,Customer Experience,
4884,Customer Experience,
4885,Customer Experience,
4886,Customer Experience,
4887,Customer Experience,
4888,Customer Experience,
4889,Customer Experience,
4890,Customer Experience,
4891,Customer Experience,
4892,Customer Experience,
4893,Customer Experience,
4894,Customer Experience,
4895,Customer Experience,
4896,Customer Experience,
4897,Customer Experience,
4898,Customer Experience,
4899,Customer Experience,
4900,Customer Experience,
4901,Customer Experience,
4902,Customer Experience,
4903,Human Resources,
4904,Customer Experience,
4905,Customer Experience,
4906,Customer Experience,
4907,Customer Experience,2023-01-01
4907,Customer Experience,2022-11-01
4907,Customer Experience,
4908,Customer Experience,
4909,Customer Experience,
4910,Customer Experience,
4911,Customer Experience,
4912,Customer Experience,
4913,Customer Experience,2023-01-01
4913,Customer Experience,2022-11-01
4913,Customer Experience,
4914,Customer Experience,
4915,Customer Experience,
4916,Customer Experience,
4917,Customer Experience,
4918,Customer Experience,
4919,Customer Experience,
4920,Customer Experience,
4921,Customer Experience,
4922,Customer Experience,
4923,Customer Experience,
4924,Customer Experience,
4925,Customer Experience,
4926,Customer Experience,
4927,Customer Experience,
4928,Customer Experience,
4929,Customer Experience,2023-01-01
4929,Customer Experience,2022-11-01
4929,Customer Experience,
4930,Customer Experience,
4931,Customer Experience,
4932,Customer Experience,
4933,Customer Experience,
4934,Customer Experience,
4935,Customer Experience,
4936,Customer Experience,
4937,Customer Experience,
4938,Customer Experience,
4939,Customer Experience,
4940,Customer Experience,
4941,Customer Experience,
4942,Customer Experience,
4943,Customer Experience,
4944,Customer Experience,
4945,Customer Experience,
4946,Customer Experience,
4947,Customer Experience,
4948,Customer Experience,
4949,Main App Tech,2022-11-01
4949,Tech,
4950,Tech,
4951,Information Security,
4952,,
4953,Product Management,2022-11-01
4953,Product,2022-09-01
4953,Global Business Solutions,
4954,IT Infrastructure & Operations,2022-11-01
4954,Information Security,
4955,Marketing,2023-01-16
4955,Partnerships,2022-11-01
4955,Partnerships,
4956,Product Management,2022-11-01
4956,Product,2022-08-22
4956,New Venture Operations,
4957,Cronos,2022-11-01
4957,New Venture Operations,
4958,Cronos,2022-11-01
4959,Legal,2022-11-01
4959,Legal,
4960,Legal,2022-11-01
4960,Legal,
4961,Legal,
4962,Exchange and Derivatives Tech,2022-11-01
4962,Tech,
4963,Exchange and Derivatives Tech,2022-11-01
4963,Tech,
4964,Exchange and Derivatives Tech,2022-11-01
4964,Tech,
4965,,
4966,,
4967,Main App Tech,2022-11-01
4967,Tech,
4968,IT Infrastructure & Operations,2022-11-01
4968,Information Security,
4969,Derivative Trading,2022-11-01
4969,Derivative Trading,
4970,Product QA,2022-11-01
4970,Product,
4971,,
4972,Main App Tech,2022-11-01
4972,Tech,
4973,Tech,
4974,,
4975,Exchange and Derivatives Tech,2022-11-01
4975,Tech,
4976,Legal,2022-11-01
4976,Legal,
4977,Human Resources,
4978,Regulatory Compliance,
4979,,
4980,Regulatory Compliance,
4981,,
4982,,
4983,Product QA,2022-11-01
4983,Product,
4984,People Operations,2022-11-01
4984,Human Resources,
4985,,
4986,Cronos,2022-11-01
4986,New Venture Operations,
4987,Information Security,
4988,Others Tech,2022-11-01
4988,Tech,
4989,,
4990,Talent Acquisition,2022-11-01
4990,Human Resources,
4991,Application Security,2022-11-01
4991,Information Security,
4992,Others Tech,2022-11-01
4992,Tech,
4993,Main App Tech,2022-11-01
4993,Tech,
4994,Marketing,2022-11-01
4994,Marketing,
4995,Finance and Accounting,2022-11-01
4995,Finance and Accounting,
4996,Human Resources,2022-11-01
4996,Human Resources,
4997,Finance and Accounting,
4998,Marketing,
4999,Product QA,2022-11-01
4999,Product,
5000,Product QA,2022-11-01
5000,Product,2022-06-15
5000,New Venture Operations,2022-04-11
5001,Legal,2022-11-01
5001,Legal,
5002,Information Security,
5003,IT Infrastructure & Operations,2022-11-01
5003,Information Security,
5004,CCO_Infrastructure Compliance,2023-01-14
5004,CCO_Infrastructure Compliance,2022-11-01
5004,Compliance Operations,
5005,Customer Experience,2022-11-01
5005,Customer Experience,
5006,Payments and Reconciliation,
5007,Quant Trading Desk Option,2022-11-01
5007,Quant Trading,
5008,NFT Tech,2023-01-14
5008,NFT Tech,2022-11-01
5008,New Venture Operations,
5009,,
5010,Product Management,2022-11-01
5010,Product,
5011,Others Tech,2022-11-01
5011,Tech,
5012,Information Security,
5013,,
5014,IT Infrastructure & Operations,2022-11-01
5014,Information Security,
5015,Quant Trading Desk Dev,2022-11-01
5015,Quant Trading,
5016,Human Resources,2023-01-17
5016,People Operations,2022-11-01
5016,Human Resources,
5017,Main App Tech,2022-11-01
5017,Tech,2022-07-14
5018,Defi Wallet Tech,2022-11-01
5018,Tech,
5019,CCO_Local Market Compliance,2022-11-01
5019,Regulatory Compliance,
5020,,
5021,Data Intelligence,2022-11-01
5021,Data Intelligence,
5022,IT Infrastructure & Operations,2022-11-01
5022,Information Security,
5023,Main App Tech,2022-12-16
5023,NFT Tech,2022-11-01
5023,New Venture Operations,
5024,Others Tech,2022-11-01
5024,Tech,
5026,Information Security,
5027,Marketing,
5028,Information Security,
5029,Product Management,2022-11-01
5029,Product,
5030,Marketing,2023-01-16
5030,Growth,2022-11-01
5030,Growth,
5031,Human Resources,
5032,Product QA,2022-11-01
5032,Product,
5033,Tech,
5034,Legal,2022-11-01
5034,Legal,
5035,Cybersecurity Services & Incident Response,2022-11-01
5035,Information Security,
5036,Community Management,2022-11-01
5036,Community Management Department,
5037,Others Tech,2022-11-01
5037,Tech,
5038,Institutional Sales,2022-11-01
5038,Institutional Sales and Account Management,
5039,Legal,2022-11-01
5039,Legal,
5040,NFT,2022-11-01
5040,New Venture Operations,
5041,Regulatory Compliance,
5042,,
5043,,
5044,,
5045,CCO_Local Market Compliance,2022-11-01
5045,Regulatory Compliance,
5046,Institutional Sales,2022-11-01
5046,Institutional Sales and Account Management,
5047,,
5048,,
5049,,
5050,Talent Acquisition,2023-01-17
5050,Talent Acquisition,2022-11-01
5050,Human Resources,
5051,,
5052,Quant Trading Desk Dev,2022-11-01
5052,Quant Trading,
5053,Marketing,2023-01-16
5053,Creative,2022-11-01
5053,Creative,
5054,Community Management,2022-11-01
5054,Community Management Department,
5055,Creative,
5056,Legal,
5057,Finance and Accounting,
5058,Risk Management,2023-01-01
5058,Risk Management,2022-11-01
5058,Risk Management,
5059,Information Security,
5060,Information Security,
5061,Cronos,2022-11-01
5061,New Venture Operations,
5062,KYC,
5063,KYC,
5064,KYC,
5065,KYC,
5066,KYC,
5067,KYC,
5068,Customer Experience,
5069,Quant Trading Desk Quant,2022-11-01
5069,Quant Trading,
5070,Product QA,2022-11-01
5070,Product,
5071,,
5072,,
5073,Finance and Accounting,2022-11-01
5073,Finance and Accounting,
5074,Others Tech,2022-11-01
5074,Tech,
5075,,
5076,Others Tech,2022-11-01
5076,Tech,
5077,Institutional Sales,2022-11-01
5077,Institutional Sales and Account Management,
5078,,
5079,Talent Acquisition,2022-11-01
5079,Human Resources,
5080,Institutional Sales and Account Management,
5081,Tech,
5082,Customer Experience,
5083,Customer Experience,
5084,Application Security,2022-11-01
5084,Information Security,
5085,Customer Experience,
5086,Customer Experience,
5087,,
5088,Customer Experience,
5089,Customer Experience,
5090,Customer Experience,
5091,Customer Experience,
5092,Customer Experience,
5093,Customer Experience,
5094,Customer Experience,
5095,Customer Experience,
5096,Customer Experience,
5097,Customer Experience,
5098,Customer Experience,
5099,Customer Experience,
5100,Customer Experience,
5101,Customer Experience,
5102,Customer Experience,
5103,Customer Experience,
5104,Customer Experience,
5105,Customer Experience,
5106,Customer Experience,
5107,Customer Experience,
5108,Customer Experience,
5109,Customer Experience,
5110,Customer Experience,
5111,Customer Experience,
5112,Customer Experience,
5113,Customer Experience,
5114,Customer Experience,
5115,Customer Experience,
5116,Customer Experience,
5117,Defi Wallet Tech,2022-11-01
5117,Tech,
5118,Cronos,2022-11-01
5118,Tech,
5119,Customer Experience,
5120,Customer Experience,
5121,Others Tech,2022-11-01
5121,Tech,
5122,Customer Experience,
5123,Customer Experience,
5124,Customer Experience,
5125,Customer Experience,
5126,Customer Experience,
5127,Customer Experience,
5128,Customer Experience,
5129,Customer Experience,
5130,Customer Experience,
5131,Customer Experience,
5132,Customer Experience,
5133,Customer Experience,
5134,Customer Experience,
5135,Customer Experience,
5136,Customer Experience,
5137,Customer Experience,
5138,Customer Experience,
5139,Customer Experience,
5140,Customer Experience,
5141,Customer Experience,
5142,Customer Experience,
5143,Customer Experience,
5144,Customer Experience,2023-01-01
5144,Customer Experience,2022-11-01
5144,Customer Experience,
5145,Customer Experience,
5146,Customer Experience,
5147,Customer Experience,
5148,Customer Experience,
5149,Customer Experience,
5150,Customer Experience,
5151,Customer Experience,
5152,Customer Experience,
5153,Customer Experience,
5154,Customer Experience,
5155,Customer Experience,
5156,Customer Experience,
5157,Customer Experience,
5158,Customer Experience,2023-01-01
5158,Customer Experience,2022-11-01
5158,Customer Experience,
5159,Customer Experience,
5160,Customer Experience,
5161,Customer Experience,2023-01-01
5161,Customer Experience,2022-11-01
5161,Customer Experience,
5162,Customer Experience,
5163,Customer Experience,
5164,Customer Experience,
5165,Customer Experience,
5166,Customer Experience,
5167,Customer Experience,
5168,Customer Experience,
5169,Customer Experience,
5170,Customer Experience,
5171,,
5172,Customer Experience,
5173,Risk Management,
5174,Cybersecurity Services & Incident Response,2022-11-01
5174,Information Security,
5175,,
5176,Quant Trading Desk Flow,2023-02-07
5176,Quant Trading Desk Flow,2022-11-01
5176,Quant Trading,
5177,,
5178,,
5179,,
5180,Information Security,
5181,NFT,2023-02-01
5181,NFT,2022-11-01
5181,New Venture Operations,
5182,NFT,2022-11-01
5182,New Venture Operations,
5183,Cronos,2022-11-01
5183,New Venture Operations,
5184,Strategy and Research,2022-11-01
5184,New Venture Operations,
5185,Others Tech,2022-11-01
5185,Tech,
5186,CCO_Local Market Compliance,2022-11-01
5186,Compliance Operations,
5187,Application Security,2022-11-01
5187,Information Security,
5188,Cronos,2022-11-01
5188,New Venture Operations,
5189,CCO_Infrastructure Compliance,2022-11-01
5189,Compliance Operations,
5190,Others Tech,2022-11-01
5190,Tech,
5191,Legal,2022-11-01
5191,Legal,
5192,Growth,
5193,Marketing,2022-11-01
5193,Marketing,
5194,,
5195,Marketing,2022-11-01
5195,Marketing,
5196,,
5197,Growth,
5198,Exchange and Derivatives Tech,2022-11-01
5198,Tech,
5199,Product QA,2022-11-01
5199,Product,
5200,Others Tech,2022-11-01
5200,Tech,
5201,Legal,2022-11-01
5201,Legal,
5202,Cronos,2022-11-01
5202,Product,
5203,Product QA,2022-11-01
5203,Product,
5204,Information Security,
5205,NFT,2022-11-01
5205,New Venture Operations,
5206,,
5207,,
5208,,
5209,Talent Acquisition,2022-11-01
5209,Human Resources,
5210,Others Tech,2022-11-01
5210,Tech,
5211,Application Security,2022-11-01
5211,Information Security,
5212,Cronos,2022-11-01
5213,Legal,
5214,Product Management,2022-11-01
5214,Product,
